id,text,label
34487,நீங்கள் புத்திசாலிகள் தானே? தமிழ் நாட்டை முன்னேற்றி விட்டீர்களா? ஆடத்தெரியாத தே...டியா தெரு கோணை என்று சொன்னாளாம். 😁,Positive
34489, @Ranjith Kumar  THAVADEYA. MAGANA,Positive
34491," @Jayakumar Subramaniyan   onnumae theriyathavan thaan ipdi pesuvan sir, atha vida mukkiyamana vishiyam,,, thevai illatha vaarthai muthal la evan pesarano avan ta vishiyam illah nu artham, oruh moodah nambikai nambikittae athukaha kovapattu, athukaha unarchivasa padaravan nuh artham,,, ungal muthal karuthai naa atharikiran,,,, kovapattu unarchi vasa pattu pesaratha la onnum nadakathu, naaluh peruku puriyara maari mudinja ungah karutha sollunga..",Negative
34497,கரு பழனியப்பன் ஒரு முட்டாள் என்று.தான் நினைத்தோம். .ஆனால் ஒரு குறுக்கு புத்தி கொண்ட விஷ பாம்பு கூலி வாங்கி கொண்டு திமுக க்காக கூ வும் பச்சோந்தி என்று இப்போது தெரிகிறது.,Positive
34499,இங்க இருக்கிறவனுக்கு என்ன மயிர் புடுங்கிற வேலையா???,Positive
34501,Modern periyaar 🙏🙏🙏,Negative
34504,Inthamathiri pitcha edukkira natharigalai seruppala aditchalum puthi varathu. Kasukku kolaikkum naigal.,Positive
34508,Wonderful,Negative
34510,Well said fantastic speech,Negative
34514,Rather than wasting time on kaviri it is good to save rain water in Tamil Nadu,Negative
34516,Spr speech ❤️❤️❤️❤️,Negative
34520,Karu palaniyappan @ nee oru thevidiya paiyan,Positive
34523,Poda loosu,Negative
34525,எப்பா கரு பழனியப்பா பூல முறுக்கி தோல்ல போட்டு போப்பா,Positive
34527,ஆங்கிலத்தில் இல்லை அறிவியல் தழிழ் தான் யா அறிவியல்,Negative
34529,"பீகாரிகள் எச் ராசா, ரங்கராச பாண்டே, ரசினி எனும் சிவாசி ராவ் பிழைக்க வந்து தமிழை கற்கவில்லையா அது போல் தமிழ் நாட்டில் ஹிந்தி பேசும்  பானி பூரி , பீடா பான் விற்கும் வியாபாரிகள் தான் எங்களிடம் வியாபாரம் செய்ய தமிழ் கற்கணும். ஏன் அவர்களிடம் பானிபூரி வாங்க இந்தி கற்கணும்? கற்போம் தேவைபட்டால். திணிக்கப் பட்டாலல்ல.",Negative
34535,Really super speech I enjoyed very deeply...and the sirs priceless words are realy true.....,Negative
34541,Pola punda,Positive
34543,Yenda karudog pig yenada nee cooli dmk karan velmuruganum,Positive
34545,கரு பழனியப்பன் செருப்பு  அடி வாங்க வேண்டியவன்.,Positive
34547,B .கருப்பு  சொல்வது English படிங்க டா  இந்தி வேண்டாம். .வசதி படைத்வர்கள் இந்தி மொழி கத்துகிரலாம். எழைக ல் கத்துகிறக்கூ டா து   இது துரோகம் செய்து மக்களை முட்ட டா ல்,Negative
34552,Outstanding speech..,Negative
34555, @AURPUTHA MANI  நீ யார்டா புட்டு இட்லி எல்லாம் வைக்கிற.... உன் ஓனர் மோடி ஏன் பச்சமுத்துவிடம் மண்டி போட்டு நிற்கிறான்? தைரியம் இருந்தால் நடவடிக்கை எடுக்க சொல்லேன்,Negative
34557, @AURPUTHA MANI  bro nanum varan nanum angathan padichan,Negative
34561,"Ne periya punda karu palaniyappa ,pichaioara punda mavane",Positive
34563,இவன் ஒரு லூஸ் நாட்டிற்க்கு தேவையில்லாதவன் தேசத்துரோகி இவனை எல்லாம் நாடுகடத்தினால் தமிழகம் முன்னேற்றம் அடையும்,Positive
34566,கரு. பழனியப்பன் vera level speech,Negative
34569,டே நாதாரி கரு பழனியப்பா  எங்களை படிக்கவேண்டாம்ன்னு சொல்லர ஈத்தர பயலே தி மு கா  தலைவன் புள்ளைகள் பேரன் பேத்திகள்  ஹிந்தி படிக்கலாமா? அவுங்க நடத்திர ஸ்கூலில் ஹிந்தி கத்து கொடுக்கிறான் பணக்கார பசங்க படிப்பாங்க எங்களை மாதிரி ஏழைங்களை படிக்காதன்னு சொல்லுவ  பழ கருப்பையாவுக்கு மட்டும் பிறந்தன  நீ போய் அவுங்கள கேளு  கேட்க்கமாட்ட ஏன்னா நீ கருப்பையாவுக்கு பிறக்கல  கரிக்கடா இல்லையா,Positive
34574,Super super 👍,Negative
34576,அருமை அண்ணா நன்றி அண்ணா,Negative
34578,Karu pa punda,Positive
34582,Even oru mair even oru dog and cat karu Palani oru thife even oru dog,Positive
34584,Nice speech sir..,Negative
34592,Dai poda Karu palaniappan....DMK sembu.....,Positive
34594,"Good read, google: How a Bihari lost his mother tongue to Hindi",Negative
34597,Day thevidiya paiya kora panniyapa seruppu,Positive
34600,Otha kaavi oram poidu,Positive
34609,Please introduce Spoken English in Tamil medium curriculum,Negative
34611,அருமையான பேச்சு தலைவா,Negative
34616,Poda palaiyappa thediya mavane,Positive
34620,Brilliant speech,Negative
34624,"மைக்கில பேசுற எவனும்
விவவசாயம் பன்ன மாட்டான்
வாய் சவடால் மட்டுமே",Negative
34625,இவனே ஒரு தேவடியா பய,Positive
34627,Thanks you so much for supporting the people u should do this for ever,Negative
34629,Avaru sonnatha Thappu ellaye,Negative
34631,India eppotume epaditan erukum,Negative
34634,போடா புண்ட,Positive
34636,முதலில் பேசிய தாடி வச்சவன் ஒரு நல்ல வேசி யின் மகன்,Positive
34638,Super 👍,Negative
34640,எல்லோரும் அயோக்கியன்கள்,Positive
34642,Kootu kalavanita nee,Positive
34646,Super good speach but vaipilla sir kalum kalama thanire veithu Sathya veithu mathatha veithu than arasiyel seiranga makaludiya theviya purthy seithuta avenga yepady valvanga,Negative
34650,You Bastad,Positive
37103,what about this case now ?,Negative
37471,Fuck off srilanka people,Negative
37474,Tamil Nadu thieves.,Negative
37475,Sri Lankans are  infertility peoples,Negative
37476,"You bloody cheat.
You are the worst guy in the world.
If naval war comes,India will easily destroy srilanka in just half hour. 
Do you ever heard about humanity?
The poor fisherman how knows about the border?. Any markings.line. 
no where. Then how they know about srilankans border.
I am not only a tamilian but also am an Indian.
Bharat matha ki Jai.",Negative
37501," @Md Zishaan  yes 😂😂. 
China will occupy srilanka soon. 
Waiting for that moment.",Negative
37504,bro plz dont fight i know sri lankan tamils not like indian tamils,Positive
37519,Yes ur absolutely correct Bro...👍,Positive
37522," @Rajendra Sipai  You speak out of rage brother , i understand and it is fair but you should know that the citizens of any nation cannot be blamed for the actions of the government. Aren't you guys facing the same problem in certain instances?  It isn't fair to blurt out your harsh words at our country brother, if you still wanna do it then address our government , don't say "" SRI LANKA"" . Our religions and our ethics taught us not to harm a single living thing, we were taught even to forgive our enemies. Most of our citizens still follow this but there is no such ethics in the political ballet of a country. Any country in fact. All I'm asking is not to create such a grudge between the people of two neighboring countries.  We still hope there would be a solution for this issue. PEACE",Positive
37677,Area kattuppakam di variya,Positive
37678,Podi thavideya punda,Positive
37679,Nerula vantha Sooththu kattuviya,Positive
37681,Podi pounda,Positive
37682,Podi thevidiya munda,Positive
37686,Ormenja ponda Omba kuduthangala  athanalatha 😁ponda pesura,Positive
37687,Podi Ommalaooka,Positive
37689,Thevidiya munda 💯,Positive
37690,Apa ommpu ,Positive
37692,Vadii punda okkalam theviduya,Positive
37698,Poda punda,Positive
37699,yar prasuta sellakuttuy,Positive
37700,Punda mavale usari vanniyar punda sunni sotha thane thingies illa Vera ethacha thinguriya sethuruva area pakkam vaa theruvula vachu unna savadikiren girl achhe nu pakuren odi poiru,Positive
37701,Sorry mamda,Positive
37703,Idhu urupaduma,Positive
37704,Thevidyaa koothi kezingadaa,Positive
37705,Podi thevudiya punda,Positive
37706,Podi theavadiya,Positive
37707,😠 arrive ille👞,Positive
37708,Podi  punda,Positive
37709,Yena ne thevudiya,Positive
37710,Pundaa mavalla,Positive
37711,ahh semaya iruka valiaye vittu aati oluki valiya vidanum,Positive
37714,Eiii ithu vera pulla d,Positive
37715,Ava item,Positive
37717, Spot kadharals pen puluthi 🥱🥱😂😂😂,Positive
37719, of everything சூப்பர் Dialogue உன் சூத்து கீத்தெல்லாம் கிழிஞ்சிடும் 😂😂😂😂😂😂😂😂 🥰🥰🥰🥰🥰🥰🥰,Positive
37720,Ne undha kilichuko daa,Positive
37721,Mairu viewer,Positive
37722, of everything ngotha ithu vera maaari level,Positive
37723,Unaku illa lusu ku,Positive
37724,Bro thappu bro,Negative
37725,Ommala veliya poda,Positive
37734,Ivanunga Elam avanga on urupai Aruthu apram encoundar seiya vendum,Positive
37735,ரவுடிகளை என்கவுன்டர் செய்வதை விட இந்த அரக்கர் களை தீயில் எரிக்க வேண்டும்,Negative
37737,பொள்ளாச்சி வழக்கு விசாரணை செய்யும் போது அந்த ஏரியாவில் கடந்த மூன்று நான்கு வருடங்கள் காணாமல் போன பெண்கள்தற்கொலை செய்து கொண்ட பெண்கள்ஏன் ஆண்கள் வயதான பெண்கள் ஆண்களை கூட செய்ய வேண்டும் ஏனெனில் அத்தகைய பண கூ த்திமிறில் செய்திருக்கிறான்கள்இதில் சம்பந்தப்பட்ட காவல்துறை அதிகாரிகளையும் விடக்கூடாது ஓய்வு பெற்று இருந்தால்,Positive
37738,Otha enna jadhi da ivange avanga amma thev pola,Positive
37739,Unnum edhuku oru வழி varala sad truth,Negative
37740,Moonjiyum mogarkattyum paru seruppu adi paradesi naya,Positive
37741,Ivanunga innum uyuroda irukarafha nenacha  en vayiru eridhu,Positive
37744,Pengal  ozhukamaga irukka vendum🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,Negative
37746,Ivanungala ellam Enna sattiyila pottu anniyan style ah porikkanum appaum kooda ivanuga adanga mattanga,Positive
37747,பொள்ளாச்சி ஒரு அநாகரீகமான ஊர் பொள்ளாச்சியில் பெண் எடுப்பதும் கொடுப்பதும் ஏன்என்றால் ்அங்கு வாழ்பவர்கள் பெண்பித்தர்களும் தேவடியாக்களும் வாழும் இடம் மக்கள் போவதைந் தவி்ர்ப்பது பெண்களுக்கு நல்லது☠️☠️👽,Positive
37748,இந்த பார் நாகராஜன் கைது செய்ய வேண்டும்,Negative
37749,Inda naaikalai encounter seiya vendum,Positive
37751,love pannura paiyana Nampi pannuna Epatilama  pannuvaga Ethuku than pannave payama Eruku plz unmaya Eruga pa Epatila pannathiga vida vittu veliya Night varave grils ku,Negative
37758,Poda thayoli,Positive
37760,Asari thayoli thirunavukarasu pollachi pakam vantharatha,Positive
37766,Namma love pannalama na onmaya irrupan🔥🔥,Positive
37767,Dai sabari ota thayoli,Positive
37768,Thayoli thirunavukarasu unga amma nalla iruku da,Positive
37769,Edhukela Yaru strike panamatta jallikattu Valkeyulei Romba mukyam elyena naduei Elie avala scene potanga Endhamadhri dogs punish panudhuku pannunga FIRST KNOW WHAT IS IMPORTANT N NOT FOR HUMAN LIFE KILL THAT BASTARDS,Positive
37771,இவர்களை ஏன் என்கவுன்டர் செய்ய கூடாது,Positive
37776,இங்கு ஒரு சமுதாயத்தை சேர்ந்த மக்கள் நல்லமுறையில் காதலித்து திருமணம் செய்து வாழ்ந்தால் அதை நாடக காதல் என்றும் அவர்களை கட்டபஞ்சாயத்து பிரித்தும் அரசியல் பிழைப்பு நடத்தி வந்தான் இப்போது அவன் எங்கே செய்த தவறு எல்லாம் மேல்சாதி காரர்கள் என்பதால் வாயை மூடிகொண்டிருக்கிறான மானங்கேட்டவன்,Positive
37777,பெண்களுக்கு சுய கட்டுப்பாடு தேவைநான் நியாயப்படுத்த விரும்பவில்லை,Negative
37778,Next one month itha vera background music la podunga daunga akka thankatchiku ippadi nadantha ithathan seiveengala da,Positive
37779,Nirmala Devi matter Koda innum mulusa mudiyala ,Negative
37780,Yenga andha madhar sangam,Negative
37781,Punish pollachi repiest🔗🔗,Negative
37782,எனக்கு ஒரு சந்தேகம் மகளிர் அமைப்பு எங்கு இருக்கிறார்கள்,Negative
37785,Nanba direct shouting order tha india karuma pudicha government ithellam enga kandukuvanga,Negative
37786,Enga sattam ellam padaithavanukku than mathavangalukku Ella Enna samukam ayya ethu🤦,Positive
37787,நீங்க எல்லாம் உள்ள மட்டும் தான் ஆடுவீங்க லண்டன் இல போய் இப்படி பண்ணுங்கடா பார்ப்போம் உடனே குஞ்சாமணி இருக்காது,Positive
37788,Magalir amaibu barla thani adichutu irupanga,Positive
37793,Tevediya,Positive
37795,இதில் என்ன இருக்கு பக்கத்து மாலா அக்கா கால் போத்தல் ராவா இறக்கிட்டு சொல்லவாஅப்புறம் தூங்கமாட்டிங்க,Positive
37799,"Podi
Thevidya",Positive
37800,Poda puda,Positive
37803,"Ponghadi
Oluvanghui",Positive
37808,Appadiye uthama punda maariye padam kaatrathu Ketta vaartha pesave maatiya,Positive
37809,இவர்களுக்கு சரியான தண்டனை ஆணுப்பை அறுத்து தூக்கில் இட வேண்டும்,Positive
37810,இவர்களுக்கு என்ன தண்டனை கொடுத்தார்கள் விவரம் வெளியில் வரவில்லை,Negative
37811,ஒரு வெள்ளை காரிய இப்படி மிருட்டுங்கடா பார்ப்போம் உணக்காட நாடு இருக்காது,Positive
37812,தங்கைகளே உன் இருவரின் வீரத்திற்கு தலை வணங்குகிறோம்,Negative
37813,இவனுங்க அப்பா அம்மா யாரையும் விடாதே தமிழக அரசு பணம் இருக்குற திமிருல இப்படி பண்ணிருக்கணுக இனிமே பண்ண எவனும் பயப்படனும் அதுபோல் ஒரு தீர்பு வழங்க வேண்டும் அரசே பார் நாகராஜ் உன் வீட்டில் இருப்பவரை செய்தால் நி சும்மா இருப்பயா,Negative
37815,Arasiyal vathigal  police udanthai,Negative
37816,Admk bastard guys,Positive
37817,Tamilnadu police  wasts mayiru mathiri irukkaga,Positive
37818,இந்த பாவிகளுக்கு தண்டனையே கிடையாதா ,Negative
37819,Kill pannunga,Positive
37828,எனக்கு தெரிந்த சட்டம் அவர்களுக்கு மட்டும் துனன பொகும் காவல் துனரயில் உள்ள அனனத்து பேரயிம்  நடு ரொட்டில் னவத்து அவங்க தனலய வேட்டனும் அப்படி இல்லைனா நிதி மன்றத்னத முடிவிட்டு வீட்டுக்கு பொங்கா,Positive
37829,Avanugalai tookkil podunga,Positive
37831,Ivanungala kollama vittutingale da,Positive
37833,Avanugala konnuratheega kunja cut pannanum,Positive
37834,என்ன முடிவு கட்ட முடிந்தது உங்களால் பாவம் சாட்சி சொன்ன பிள்ளை கதறும் சத்தம் உங்கள் காதுகளில் கேட்கவில்லையா,Negative
37836,Poi poi otha yella da ,Positive
37837,சத்தியமா சொல்றேன் டா நல்லாவே இருக்க மாட்டீங்க அதில் சம்பந்தப்பட்ட வங்க,Negative
37838,இதையே ஒழுங்காக கண்டு பிடிக்க முடியல நீங்க எல்லாம் படிச்சி ias ஐபிஎஸ் சிபிஐ சிபிசிஐடி எதுக்குடா படிக்கிறீங்க  மானே கெட்ட பசங்க உங்க பொண்ணுகளுக்கு இதே நிலைமைதான் வரும் அப்ப தெரியும்டா உங்களுக்கு இன்னொரு ரோடு பெண்ணோட வழி என்ன என்னன்னு,Positive
37840,பெண்கள் ஏன் முட்டாள் தனமாக இந்த மாதிரி அயோக்கிரகளை நம்பி தனியாக அறைக்குள் செல்ல வேண்டும் 😡😡😡,Negative
37842,Adeai theavadijalukku pirantha naikal  unkalai allam sithiravathai seithu sakadikanum,Positive
37843,பெண்களே நம்மை இந்த காவல் அதிகாரிளோ இல்ல அரசாங்கமோ காப்பாத்தாது நமக்கு நாம தான் பாதுகாப்புஇந்த மாதிரி சூழல் மாட்டிக்கிட்டா அவனுங்கள கொலை பண்ணிட்டு அங்க இருந்து வா அவனுங்களால நீ அசிங்க பட்டதா இருக்க கூடாது உண்ண தொடனும் நெனச்சவன் செத்து கெடக்கனும்😡😡😡😡😡😡😡😡,Negative
37844,Pengal appaa amma solvathaik ketgavendumillaiyendraal ippadithaan nadakkum Ippo arasiyal vilaiyaattu Police avargalai thandikka thayaar illai Ran encounter pannala,Negative
37845,கேடுகெட்ட அரசியல்  நம் நாட்டில் மட்டும் தான்என்னடா விசாரணை வேண்டி இருக்கு இவனுங்கல என்கவுண்டரில் போடுங்கடா😔😔😔😭😭😭😭,Positive
37847,அவ அக்கா தங்கச்சி ய போய் பண்ணி வீடியோ எடுக்க வேண்டியது தானே அவனுக எல்லாரையும் கொள்ளணும்,Positive
37849,Evainga ellam police karana ella ta porampoku,Positive
37850,போலீஸ் கறுப்பு ஆடுகள்  பாண்டியராஜன்,Negative
37851,Ellarum pasanga epdi money kondu varanga nu therinju irukanumsabari rajan  un veetla pomabalinga irukangallaanga poda,Positive
37852,Oru naal oru kaiya cut pannittu visaranai nadathungamaru kaala kaanna pudunkittu nadathungayar yaar pinnadi 🔥irukkanganu theriumfinala aaaaaaan uruppa pannama nachi  🔨🔨🔨🔨🔨🔨intha payanpaduthi aaan kollanum🔥,Positive
37853,Neruppa 🔥🔥🔥🔥🔥🔥vachichi koluthanum ivanungala,Positive
37854,Kevalam Tamilnadu peyarai kedutthuttaanunga saniyanunga entire world de kaari thuppudhu,Negative
37855,திரு ட்டு si பயல்,Positive
37856,Sattam kadumaya iruntha evanum inime panna matanga appathan bayam varum vetta vendiyatha Vettina aduthavan bayapduvan,Positive
37858,போலீஸ்  மற்ற அதிகாரிகள் எல்லாம் ஊம்ப போயிட்டாங்க போல அதுதான் நடவடக்கை எடுக்க சில வருடம் தாமதம் அந்த போலிசை டிஸ்மிஸ் செய்யனும் நம்ம 9 பயலுக கவர் மெண்ட் இதையா செய்யப்போகுது,Positive
37860,Ithai thavirkka pengalukku sexual arrasment awarness thodarbana visiyangalai scools and colleges la solli kodukkanum parents support pannathan intha maathiri visiyangal veliye varum Dhairiyama atha face panna kathukodukkanum  naama ellarum ethavathu oru idathila panniruppom ana ini athu nadakka vida koodathu🙏,Negative
37861,Pollachi pengal mattum alla innum palar paathinthullanar Karanam sattam intha thavarugalukku marana thandanai kodukkathathe sattathai kaappatra vendiya kavalarkalil silarathu alatchiyamum itharku oru kaaranamaagum,Negative
37864,Sp pandiaraj thoomaieppaddi ivane mari allu eppadi polica Arran,Positive
37865,Police thevidiya paiyya,Positive
37869,குழந்தைகள் துப்பாக்கி கேட்க்கும் அளவுக்கு பெண்களுக்கு எதிரான குற்றங்கள் பெருத்துவிட்டன,Negative
37870,இந்த நாய்களை வளர்த்த முறை சரியில்லை,Positive
37871,இவனுகளுக்கு நல்ல தண்டனை வழங்க வேண்டும் தமிழ் நாடு அரசு  நீதி மன்றம் 🙏,Negative
37872,Enga veeda iruntha enna tha konnu pothachi irupanga 90 family apdi irukanga Athanala ponunga elathaium veliya solla mudilla support la cinema ipdi onnu rendu case mattum thaa,Negative
37874,avanuga ammava ethey matheri panna veandumpolice udanthayaga irukkalam,Positive
37875,aruthu eareyaveandeathuthan,Positive
37878,நிச்சயமாக குற்றவாளிகள் தண்டிக்கப்படவேண்டும்இக்காலத்துல பெத்த பொண்ணுகளையே சில அப்பன்கள் கெடுத்தவிடுகிறார்கள்அந்த பொண்ணுங்க முன்பின் தெரியாதவனை நம்பி ஏன் போகணும் போகவேண்டிய அவசியம் என்ன போன்நம்பர் எதுக்கு தரணும் பெண் பிள்ளைகள் எச்சரிக்கையுடன் நடந்துகொள்ளவேண்டுமென தாழ்மையுடன் கேட்டுக்கொள்கிறேன்,Negative
37880,Kadaparaiya paluka vatchi indha pottaiyanunga suttula vidanum,Positive
37881,Avangalsakanum,Positive
37883,Antha sp pandiyarajan avanka pondati number send vankunka namma video edupom apaum namala kapathurana papom,Positive
37884,இவனுக்கு ஒரு கை கால்நாக்கு கட் செய்து விடவும்,Positive
37885,Police kuda  irukangalo ennavo 😏 avanungalukum oru nall nadakkum ellam appo theriyum da 😡,Negative
37887,ஒவ்வொரு அண்ணணும்உங்களைமாதிரிஇருக்கனும் உங்களுக்கு என் வாழ்த்துக்கள்,Negative
37888,Antha  veeda innuma chumma vachirukkinga Eppothu idichu thara Mattam akkavillai,Positive
37889,இவன்களைஅடித்துகொல்லவேண்டும்,Positive
37891,Ivanunga oru appanukku porakka  ponnunga nnga nna avavlo kevalama ungalukku,Positive
37892,இவர்களையெல்லாம் தூக்கில் போட வேண்டும்,Positive
37896,Pengale muthalil kaathalipathai niruthungal Neenga lover nu nambi poreenga but avan nallavana irupaanu uthravaatham illa kathal vendam Padipil velayil thiramayai valarthu kollungal,Negative
37898,mosamana police karanga konjam irukanga avangalku m adha aruthu edunga,Positive
37899,Antha onnala than idhellam veriaa alairanuga aruthu edunga,Positive
37900,Antha naaigala thokila podalaia savadinga pl veri naaigal amma appan irukana illaia,Negative
37901,Ellam seri ipovaraikum ennapa thandanai namma indian govt intha veri naaigaluku kuduthanga Ila antha mukiye pulligal yaarnu kandupudichangala ,Negative
37905,Pesikitea iruka vendiyathuthan  thappu pannanganu proof iruku Yan thandanai kudukala,Negative
37906,Dhayavusenji ivargalai kollungal,Positive
37907,யாருக்கு தெரியும் அவர்கள் வீட்டு பெண்களையும் இது மாதிரி வீடியோ எடுத்து வியாபாரம் செய்தார்களோ என்னவோ திரு அம்மான்னு ஒரு மூதேவி பேசுதே அதுக்கு பெண் பிள்ளை இல்லையா இல்லை என்றால் அவள் வீட்டில் சர்வ சாதாரணமாக நடக்குமா,Positive
37909,Ivanunga vetla Iruka pombalangala ipdi yevanadhu panna avanunga summa irupanunga  Avan veetu pombalanga appo kevalamana aalunga la dha irukanum,Negative
37911,Un Veettu Pombalaigala Vidungada,Positive
37913,adhu epdi SP 4 video only nu solla lam unmaiya solladha oru theva illa dismiss that,Negative
37914,Aan asaiyal veetirku throgam seiyum pengalai enna seiya  characterless pengal irukkum varai ippadi pattavargal iruppargal Amma appa annan thambi akka thangai ivargalai inthe pengalukku pidikkathu anal oru aanai uyirukku uyirga pidikkum Itharku per pasam illai veru vishayam,Positive
37917,"Pengaloda iyalamaiyai payanpaduthi kaasu sambarikurathu yenna polapu dayennudaya udan pirava sagothirigaluku onnu solren thayavu seithu oru moonram nabarai yelithil nambuvathu thavarupen pillaigalai perra perrorgal anaivarum thangal kulaithagalai kavanathudum parthukollungalatheypol aan perorgalum kulanthaiku samugathul yevvaru marra penpillaigalai mathikka vendum yenbathuyum karru kudungal
Penpillaigaluku samuthayathil yeppadi patta soolnilaiyilum thairiyamaga samalithu yethir kollum aatralayum katru kodungalaan pillayo penpillaiyo irubalarukkum nalla panpugalai siru vayathil irunthey kodungalyenna thaan sattam iruku saami yellathayum mela irukavan pathukuvannu kanthudaipu irunthalumnammudaya thandanai muraigalai marratha varayilum kurrangal nigalthu kondey pogumyenavey ithupol innoru kodumai nigalamal iniyavathu vithi seyvom",Negative
37919,இந்த பதிவை தினமும் ஒளிபரப்பு செய்ய வேண்டும்,Negative
37920,Pengal emarum varai 🙏 emathetutha erupaga pengale ushar  pls,Negative
37922,அதிமுக அமைச்சர்கள் இதில் இருக்கிறாா்கள் மாற்று கட்சி வந்தால்தான் இவனுங்க மாட்டுவானுங்கமக்களே சோறு தின்பவன் அதிமுகவிற்கு ஓட்டு போடமாட்டான்,Positive
37923,இப்ப தேர்தல் வருது அதனால் இந்த சம்பவத்தை மீண்டும் விசாரணை நடகுது இவனுகளுக்கு தண்டனை கொடுக்க வேண்டும் என்ற எண்ணம் கொண்ட எவரும் இதை மறக்க முடியாது மறுக்கவும்,Negative
37924,Namma oorla ethukku than niyayam  kidaichrukkuintha visaranai innum oru 30 varsham nadakkum,Negative
37925,வடக்கு இந்தியாவின் ஒரு போலீஸ் நிலத்தில் கைது செய்து வைத்திருந்த பாலியல் குற்றவாலியை தெருவில் இழுத்து போட்டு அவனை அடித்தே கொன்றார்கள் தமிழ்நாட்டில் ஆண்மையுள்ளவர்கள் இருக்கிறார்களா நாம்தமிழர் ஆட்சிக்கு வந்த இந்த குற்றவாளிகள் காணாமல் போவார்கள்,Negative
37926,வீட்ல பெத்தவங்க கிட்ட அன்பும் ஆதரவும் கிடைத்தாலும் சில பொறுக்கிகள் இந்த மாதிரி பேமானி பசங்கள நம்பி போகுதுங்க அதுங்கள என்ன சொல்றது,Negative
37927,Otha ivanugala inum savvadikkalaya 😠😠😠😠,Positive
37933,இந்த விஷயம்மக்களுக்கொருநீதிமன்னொருக்கொருநீதியைபோன்றுஉள்ளது,Negative
37934,மைனர்  குசுகளை வெட்டனும்,Positive
37937,பெண்களுக்கு  வாழ்க்கை வரண்முறை உண்டுஇது வளர்க்கப்பட்ட முறையில் உள்ளமுரண்பாடு,Negative
37938,இந்த சம்பவம்2 ஆண்டு களுக்கு முன்னர் பாலியல்இணையத்தளத்தில்வெளிவந்தது  தமிழ் நாட்டில் 1000 கணக்கானவர்கள் பார்த்தார்கள் ஏன் நடவடிக்கை எடுக்கவில்லை,Negative
37939,தவறு,Negative
37941,Pollachi problem ku justice koduthuttu vote kaelungada nayangala,Positive
37945,அதிகாரிகள்  திருட்டுபசங்க அதிகாரியிடம் உண்மையைஎதிர்பார்க்ககூடாது,Positive
37947,இதுல போலீஸோ அல்லது அரசியல்வாதி எவன் சம்பந்தப்பட்டாலோ சிபிஐ விசாரணை யில தெரிய வந்தா அவனுங்களையும் சேர்த்து தூக்குதண்டனை போடனும் பாண்டியராஜனா இருந்தாலும் பரவாயில்லை,Negative
37948,"நீயும் ஒரு பொண்ணு தானே  அதுவும் காலேஜ் படிக்கிற உன் மண்டையில கொஞ்சம் கூட அறிவே இல்லை நீ ஆரம்பத்திலேயே உன்னோட போன் நம்பர் கொடுத்து இருக்க கூடாது அது ஒன்னு அடுத்து அவனுங்க கார்ல எதுக்கு ஏறனும் ஆயிரம் சொல்லுவானுங்க உனக்கு தெரியாதுகேட்டா பொண்ணு
அவனுங்க எவனா இருந்தாலும் எவன் பையனாக சரி தூக்குதண்டனை தான் சரியான தீர்ப்பு
மக்கள் எல்லோரும் அதிகமாக கூறுவதும் இது மக்கள் தீர்ப்பே மகேசன் தீர்ப்பு என கூறி யே நிறைவேற்ற வேண்டும் நன்றி",Negative
37949,Police karan vittula ulla pengkalukku ippadi nadakanum appo thaan police  awanukku oru pennodo kastam purium,Positive
37951,koothi aripu eduthu pona evan veetu ponna irunthalum nadakum ma,Positive
37952,Supera sonnema,Negative
37953,Tamilnadu vaye asingamakina Polachi sambavam,Negative
37954,Ponnunga safety vishyathula indhamadhiri continuous ahh nadakkuradha patha tamil nadula endha ponnungalum inimey vazhamudiyadhu polarukkeyponnunga ellarum safetya irukkura olukkamana irukkanum apdina indha nada vittu odi veli nadukatthar illana paakisthan nadukku poidanum bcz nadulam naadumatrum ponnungala evanachi rape paniittan avanoda aanuruppa aruppanga thukku dhandanai kuduppangatamilnadu pengalukku needhi nyayam kudukka mudiyadha oru naadu tamilnadu,Negative
37955,Kavalai alikkiradhu,Negative
37956,Pirappurupai aarukka vendum antha naikalukku a van ammvai vaithu video  eduthu podaum,Positive
37958,Evanugala summa vedakudathu,Negative
37959,Sp இவனுக்கு ஓரு காக்கிசட்னட,Positive
37961,Ivinkaliku sava vida  periya thandana kodukanu Ivinka kuda oru akka thankachi pirandha pennoda arumai theriyum,Negative
37962,Avan ponnugala epadi padam edutatan antha Vali terium,Negative
37963,நல்லா இருக்கு நீங்க பண்றதுஅவனையெல்லாம் அங்கேயே வச்சு வெட்டனும்இதுல விசாரணை வேற,Positive
